Sample ID,950,955,960,965,970,975,980,985,990,995,1000,1005,1010,1015,1020,1025,1030,1035,1040,1045,1050,1055,1060,1065,1070,1075,1080,1085,1090,1095,1100,1105,1110,1115,1120,1125,1130,1135,1140,1145,1150,1155,1160,1165,1170,1175,1180,1185,1190,1195,1200,1205,1210,1215,1220,1225,1230,1235,1240,1245,1250,1255,1260,1265,1270,1275,1280,1285,1290,1295,1300,1305,1310,1315,1320,1325,1330,1335,1340,1345,1350,1355,1360,1365,1370,1375,1380,1385,1390,1395,1400,1405,1410,1415,1420,1425,1430,1435,1440,1445,1450,1455,1460,1465,1470,1475,1480,1485,1490,1495,1500,1505,1510,1515,1520,1525,1530,1535,1540,1545,1550,1555,1560,1565,1570,1575,1580,1585,1590,1595,1600,1605,1610,1615,1620,1625,1630,1635,1640,1645,1650,VIRGINIA
64088,0.10571597,0.10401041,0.1023458,0.1009922,0.09961687,0.09809863,0.0966701,0.0953291,0.09401019,0.09273366,0.09144241,0.0901662,0.08883928,0.08759935,0.08623865,0.0850689,0.08393125,0.08274624,0.08157068,0.08045229,0.07955212,0.07865889,0.07761724,0.07666813,0.07587039,0.0751828,0.07443102,0.07369033,0.07305056,0.07249515,0.07204801,0.07154023,0.07113206,0.0709037,0.07078373,0.07081044,0.07101862,0.07130856,0.07172842,0.07228571,0.07317483,0.07423589,0.07536634,0.07643248,0.07740605,0.07824888,0.07893044,0.07952882,0.07996436,0.08021297,0.08021088,0.07979861,0.07929669,0.0786683,0.07772295,0.07682443,0.07594157,0.07514421,0.07450557,0.07387489,0.07336422,0.07305311,0.07288793,0.072581,0.07223959,0.07206328,0.07177232,0.07146405,0.07133078,0.07112645,0.07094943,0.07092332,0.07093765,0.07124402,0.0716471,0.07231198,0.0733007,0.07443718,0.07572887,0.07747824,0.07939504,0.0812652,0.08311386,0.0847612,0.08604735,0.08738998,0.08949738,0.09198825,0.09516994,0.09958667,0.1050272,0.11181731,0.11994248,0.12849975,0.13666761,0.144269,0.15071839,0.15602268,0.16027144,0.16310577,0.16504409,0.16652922,0.16773254,0.16868689,0.16897949,0.16862435,0.16771479,0.16649831,0.16505679,0.16352979,0.16189624,0.16022757,0.15853546,0.15676416,0.15486754,0.15299389,0.15144044,0.15032149,0.14941359,0.14852849,0.14782919,0.14718254,0.14671724,0.14611983,0.14537313,0.14457386,0.14384365,0.14295521,0.14187826,0.14058822,0.13917471,0.13789519,0.13642499,0.13485353,0.13350681,0.13225411,0.13111095,0.13002129,0.12916507,0.12848798,0.12814992,0
64086,0.11272259,0.11100872,0.10928701,0.10784821,0.10639781,0.10486576,0.10334699,0.10192547,0.10056443,0.0992732,0.0979704,0.09662595,0.09532319,0.09407888,0.09271311,0.09153734,0.09037273,0.08917266,0.08803398,0.08687121,0.08594891,0.08505237,0.08400454,0.08305891,0.08226557,0.08156617,0.08081683,0.08004824,0.07941583,0.07884354,0.07835453,0.07782646,0.07740739,0.07714583,0.07700903,0.07704238,0.07718332,0.0774036,0.0777666,0.07825763,0.07901092,0.07994626,0.08094852,0.08191098,0.08279409,0.08354806,0.0841466,0.08462026,0.08495714,0.08513183,0.08504847,0.08458782,0.08404901,0.08344221,0.08253235,0.08166897,0.08084024,0.08006765,0.07946194,0.07885311,0.07836347,0.07806886,0.07791743,0.07762659,0.07732212,0.07713035,0.07684346,0.07653845,0.07641445,0.07620605,0.07602097,0.07596807,0.07596453,0.07623896,0.07659254,0.07719571,0.07808643,0.07909284,0.0802206,0.08181762,0.08355197,0.08523687,0.08690292,0.08841002,0.08958837,0.09083112,0.09281384,0.09517264,0.09813147,0.10224882,0.10730425,0.11360344,0.12107366,0.12884421,0.13622377,0.14302008,0.1487149,0.1533502,0.15703786,0.15949283,0.16118825,0.16253736,0.16367584,0.16463311,0.16493436,0.16465664,0.16387882,0.16285485,0.16161833,0.16033223,0.15890413,0.15746531,0.15590897,0.1542786,0.15250367,0.1507522,0.14925809,0.14818382,0.14731244,0.14645987,0.14574731,0.1451064,0.14465112,0.14408861,0.14339972,0.14267975,0.14201186,0.14125485,0.14029114,0.13912747,0.13788706,0.13678506,0.13546554,0.13406894,0.13294414,0.1318956,0.13091466,0.12997142,0.12922871,0.12863983,0.12848044,0
64090,0.11217428,0.11059591,0.10915043,0.10801291,0.10690972,0.10571425,0.10460432,0.10354945,0.10237983,0.10126164,0.10008264,0.09882676,0.0975385,0.09636932,0.09506069,0.09388125,0.09274758,0.09158013,0.09045357,0.08932152,0.08841982,0.08755987,0.08653698,0.08558905,0.08482556,0.08418271,0.08349984,0.08276212,0.08220012,0.08172189,0.0813191,0.0809043,0.08062696,0.0805148,0.08056167,0.0808662,0.08133591,0.08195428,0.08283202,0.08392271,0.08539241,0.08713992,0.08898844,0.09068814,0.09219187,0.09347337,0.09455834,0.09549297,0.09626477,0.09677434,0.09692451,0.09646539,0.09577126,0.09489249,0.09366333,0.09241192,0.09122677,0.0901581,0.08927783,0.08846591,0.08780832,0.08737804,0.08709686,0.0867245,0.08632171,0.08603717,0.08567639,0.08527122,0.08510181,0.08486963,0.08468109,0.0847146,0.08488221,0.08538497,0.0860635,0.08710448,0.08863618,0.09039065,0.092352,0.09484656,0.09755266,0.10016573,0.10275752,0.10507134,0.10689013,0.10875738,0.11152678,0.11499032,0.11954055,0.12579075,0.13359125,0.14314886,0.15426535,0.16597471,0.17732474,0.18775144,0.19662065,0.20384887,0.20946785,0.2132473,0.21580482,0.21761629,0.21895844,0.2198972,0.21996542,0.21916739,0.21767544,0.21581924,0.21366503,0.21142127,0.20914043,0.20685459,0.20455187,0.20226815,0.19992595,0.19773352,0.19587188,0.19451164,0.19341789,0.19246317,0.19167147,0.19092338,0.19037105,0.18964873,0.18878235,0.18777809,0.1867341,0.18561722,0.18425622,0.18264324,0.18090497,0.17927838,0.17741555,0.17548737,0.17382129,0.17229185,0.17093279,0.16959838,0.16847744,0.16758411,0.1672371,0
64216,0.11102827,0.10902689,0.10725096,0.105746,0.10431937,0.10282807,0.10147945,0.10008713,0.0986424,0.09720562,0.09572726,0.09421887,0.09269009,0.09120465,0.08964162,0.08819963,0.0868394,0.08539827,0.08394143,0.08257629,0.08143573,0.08037994,0.07913116,0.07801946,0.07710259,0.07627018,0.07541735,0.0744188,0.07363694,0.07303908,0.07251122,0.07202361,0.07163833,0.07152351,0.07164484,0.07197633,0.07257854,0.07345856,0.07466819,0.07616133,0.07801569,0.08015563,0.08255962,0.08479799,0.08669774,0.08831614,0.08967525,0.0910553,0.09218286,0.09285589,0.09318819,0.09279401,0.09191795,0.09089808,0.08933907,0.08759556,0.08607011,0.08469377,0.0834753,0.0824325,0.08157904,0.08097835,0.08066157,0.08025079,0.0798253,0.07941582,0.07888349,0.07841156,0.07818771,0.07792943,0.07781804,0.07791247,0.07814396,0.07874267,0.07962605,0.08107137,0.08304779,0.08535319,0.08780932,0.09093179,0.09419001,0.09744493,0.10080244,0.10376925,0.10610416,0.10847257,0.11178325,0.11594061,0.12138352,0.12853769,0.13734804,0.14816716,0.16073805,0.17367689,0.18604443,0.19727418,0.20684041,0.21462662,0.22069722,0.22473072,0.22751806,0.22953572,0.23090614,0.2317085,0.23184311,0.23117975,0.22979481,0.22805185,0.22602537,0.22374567,0.22137885,0.21896105,0.21652409,0.21407065,0.21160854,0.20939335,0.2074148,0.20603856,0.20492613,0.20371792,0.20287611,0.20213433,0.20152531,0.20078362,0.19990745,0.19888907,0.19777851,0.19652639,0.19510394,0.19332566,0.1914437,0.18948976,0.18748168,0.1854921,0.18378764,0.18211341,0.18042366,0.17891428,0.17784684,0.17698843,0.17650863,0
64217,0.11558979,0.11368034,0.11184632,0.11030822,0.10891769,0.1074217,0.10600035,0.10463197,0.10321881,0.10177331,0.10031956,0.09878154,0.09728916,0.09583052,0.09426533,0.09285307,0.09157043,0.09014554,0.08875887,0.08739814,0.08628361,0.08525719,0.08403942,0.08292435,0.08204516,0.08123494,0.0803261,0.0793552,0.07859587,0.0779916,0.07746722,0.07699707,0.07657611,0.07642812,0.07649151,0.07676398,0.07727887,0.07802534,0.07905382,0.08037661,0.08202559,0.08396895,0.08610237,0.08808665,0.08981599,0.0913207,0.09254695,0.09380451,0.094828,0.09542964,0.09570372,0.09527986,0.094407,0.09347472,0.09198978,0.09031303,0.08888888,0.08759323,0.08646251,0.0854526,0.08462065,0.08407588,0.0837702,0.08337105,0.08294904,0.08255075,0.08206182,0.08159836,0.08139622,0.08115946,0.0810145,0.08107842,0.08127674,0.08181819,0.08258103,0.08384382,0.08562519,0.08772725,0.08996257,0.09284152,0.09586505,0.0988646,0.10196772,0.10473423,0.10692392,0.10913847,0.11229109,0.11624199,0.12136799,0.12818927,0.13660547,0.1469382,0.15904317,0.17151007,0.18341697,0.19426461,0.20349325,0.21100092,0.21684675,0.22075549,0.22342775,0.22533973,0.2266595,0.22744205,0.22755097,0.22686697,0.2255017,0.22374984,0.22174839,0.21948596,0.21716232,0.21475012,0.21238055,0.20998976,0.20757314,0.20538755,0.20344683,0.20206897,0.20093781,0.19976397,0.19890267,0.1981377,0.19754083,0.19677954,0.1958734,0.1948508,0.19378119,0.192554,0.19113265,0.18939412,0.18754931,0.18565528,0.18369702,0.18172398,0.18005882,0.17836891,0.17672188,0.17531241,0.17427261,0.1734104,0.17294437,0
64218,0.13228528,0.13025162,0.12841343,0.12686022,0.12538025,0.12368485,0.12216248,0.12065201,0.11911605,0.1175198,0.11593719,0.11435106,0.11274484,0.1112259,0.10960143,0.10815895,0.10680301,0.10531851,0.1039183,0.1025129,0.10136674,0.10031329,0.09906415,0.09795407,0.09702603,0.09619382,0.09528444,0.09433985,0.09356564,0.0929478,0.09240504,0.09190565,0.09149674,0.09132872,0.09135054,0.09153497,0.09197249,0.09263288,0.0936324,0.09496674,0.0966318,0.0985327,0.10053454,0.10236193,0.10390399,0.10519845,0.10624535,0.10732371,0.10819786,0.1086687,0.10887173,0.10846949,0.10765467,0.10678976,0.10542756,0.10391632,0.10263397,0.1014789,0.10040837,0.09950082,0.0987544,0.09821601,0.09795142,0.09756773,0.09718473,0.09681217,0.0963313,0.09596854,0.09585714,0.09570675,0.09566701,0.09582622,0.09611344,0.09674448,0.09760558,0.09900905,0.10088872,0.10302039,0.10524835,0.10808149,0.11097486,0.11381937,0.11674674,0.11935552,0.12152333,0.12390336,0.12743418,0.13197511,0.13803388,0.14602422,0.15575433,0.16723647,0.1801008,0.192867,0.20467585,0.21507547,0.22363341,0.23050336,0.23578683,0.23918391,0.24142574,0.24302118,0.24404636,0.24455092,0.24434046,0.24329446,0.24150961,0.23934382,0.23693926,0.23433659,0.23164786,0.22892118,0.22619755,0.22350932,0.2208086,0.21834347,0.21614414,0.21450128,0.21304363,0.21159072,0.21043001,0.20935079,0.20843901,0.20737632,0.20618818,0.20496493,0.2036516,0.20216112,0.20066262,0.19883848,0.19693071,0.19498199,0.19301235,0.19103128,0.18936985,0.18769953,0.18599355,0.18458668,0.18355697,0.18263423,0.18205248,0
64219,0.10784839,0.10599924,0.10439091,0.10303627,0.101782,0.10044163,0.0992174,0.09797114,0.0966457,0.09527891,0.09385986,0.09239457,0.09091316,0.08950191,0.08795491,0.08656623,0.0852632,0.08383769,0.08250491,0.0812047,0.08014056,0.07909063,0.07790528,0.07684329,0.07599553,0.07519489,0.0743128,0.07341242,0.07269942,0.07216511,0.07171066,0.07129272,0.07096733,0.07090111,0.07106625,0.07144921,0.07211324,0.07309831,0.07442357,0.07607189,0.07813872,0.08051112,0.08306077,0.08541067,0.08738695,0.08907,0.09047878,0.09191424,0.09314819,0.09387092,0.09426755,0.09391572,0.09305637,0.09207522,0.09050728,0.08875831,0.08727372,0.08592215,0.08471607,0.0836646,0.08282439,0.08226338,0.08192295,0.08151488,0.08113529,0.08073556,0.08021686,0.07977455,0.0795993,0.07940818,0.07934211,0.07948778,0.0798377,0.08056587,0.08157362,0.08315124,0.08530139,0.08778104,0.09041697,0.09370714,0.09709954,0.10047955,0.10391359,0.10696189,0.10941914,0.11199125,0.11559717,0.12018996,0.12629682,0.13435837,0.14422045,0.15610049,0.16967711,0.18349849,0.19656657,0.20828604,0.21815812,0.22617521,0.23234666,0.2364304,0.2392014,0.24114936,0.24242548,0.2431349,0.24311132,0.24220459,0.24053646,0.23846776,0.23610893,0.23356148,0.23091409,0.22821464,0.22554535,0.22289659,0.22025079,0.21785504,0.21572709,0.21422666,0.21292164,0.21160578,0.2106662,0.20979154,0.20904398,0.20814601,0.20710922,0.20596513,0.20470311,0.20330436,0.20176337,0.19989749,0.19789762,0.1958387,0.19372805,0.19164228,0.18979312,0.18795759,0.18614105,0.18457176,0.18341919,0.18236058,0.18180548,0
64220,0.11502766,0.11301873,0.11123695,0.10968659,0.1082471,0.1067533,0.10539046,0.10401314,0.10253376,0.10104598,0.09950912,0.09792284,0.09627691,0.09473132,0.09312514,0.09164936,0.09021999,0.08870427,0.08728401,0.08585584,0.08465145,0.08354743,0.08225386,0.08110025,0.08014379,0.07926121,0.07831233,0.07732211,0.07653026,0.07589698,0.07532923,0.07484349,0.0744359,0.07426896,0.07437165,0.0746711,0.07526045,0.07616353,0.0774351,0.0790384,0.08102569,0.0833171,0.08579868,0.08810365,0.09006304,0.09171402,0.09307114,0.09449976,0.09566204,0.0963236,0.09665439,0.09627614,0.09537551,0.094349,0.0927365,0.09093976,0.08938458,0.08796963,0.08671769,0.08564118,0.08473535,0.08411351,0.08374885,0.08330774,0.08286713,0.08244137,0.08188629,0.08138451,0.08116134,0.0809221,0.0808284,0.08092895,0.08122625,0.08192006,0.08290318,0.08446518,0.08660805,0.08908901,0.09174033,0.09505158,0.09846289,0.10186168,0.1053245,0.10842354,0.11093314,0.11347078,0.11703036,0.12161488,0.12769748,0.13572219,0.14552759,0.15735543,0.17091747,0.18471551,0.19778071,0.20952623,0.21941812,0.22740073,0.23356554,0.23763325,0.24040118,0.24234065,0.24361296,0.24433712,0.24434693,0.24347921,0.24186156,0.23985108,0.23759109,0.23505915,0.2324565,0.22979525,0.22713824,0.22449882,0.2218924,0.21950039,0.21737945,0.21590081,0.2146319,0.21334803,0.21240726,0.21152405,0.21079582,0.20992725,0.20896887,0.20783217,0.20661741,0.20522423,0.2037035,0.20183835,0.19982461,0.19778721,0.19567747,0.19354799,0.19170751,0.18990032,0.18809347,0.18654306,0.18539736,0.18439328,0.18385167,0
64314,0.1075724,0.10583663,0.10422211,0.10290851,0.10172978,0.10042281,0.0992389,0.09802927,0.09678494,0.0954359,0.09401176,0.09254207,0.09104019,0.08957748,0.08803915,0.08668831,0.08534634,0.08389363,0.08252497,0.08119899,0.0800604,0.07902138,0.07783678,0.07676513,0.07585613,0.07503247,0.07417848,0.0732529,0.07250175,0.07195282,0.071538,0.07109951,0.07076635,0.07072648,0.07096564,0.07144834,0.07223804,0.07332275,0.07478216,0.0765874,0.07881525,0.08139022,0.08415577,0.08669805,0.08877275,0.09057988,0.09214547,0.09369494,0.09503146,0.09591221,0.09631359,0.09589974,0.09490768,0.09372572,0.09201382,0.09014057,0.08847154,0.08689044,0.08556481,0.08449742,0.08355997,0.08295521,0.08255982,0.08212382,0.08164754,0.08122134,0.08069516,0.08023329,0.08000482,0.07976105,0.07968262,0.07984266,0.080215,0.08101152,0.08210152,0.08371208,0.08598657,0.0886802,0.09147871,0.0949603,0.09862771,0.10230628,0.10604847,0.109316,0.11188383,0.11452558,0.11832494,0.12313941,0.12945707,0.13786283,0.14815201,0.16058775,0.17479877,0.18934861,0.20312032,0.21561463,0.22617193,0.23475561,0.24133021,0.24572049,0.24867843,0.25084854,0.25219108,0.25296366,0.25291695,0.25192211,0.25025815,0.24810852,0.24563906,0.24299096,0.2402411,0.2374368,0.23450483,0.23173289,0.22903856,0.22657972,0.2244102,0.22278358,0.2215017,0.22026811,0.21921326,0.21827628,0.21745698,0.21651912,0.2155321,0.21434643,0.21304891,0.21162084,0.20996519,0.20798801,0.20588566,0.2037029,0.20141635,0.19911243,0.19717264,0.19526908,0.19337057,0.19168666,0.19052451,0.18948322,0.18900059,0
